C95,Lanna,Roeckel,8793,Garnero Lane,Reno,MA,16561,(710)-680-9127,M,628549,D221
C96,Vittoria,Jesup,8658,Freeman Shores Ave,Peoria,KY,54767,(571)-763-7192,F,606020,D247
C97,Bernadine,Montara,3978,Thirlmere Lane,New Orleans,LA,60861,(262)-992-6331,F,26030,D190
C98,Patsy,Ballards,4385,Cache Peak Dr.,Knoxville,NC,26618,(861)-841-8939,M,561774,D457
C99,Erminie,Karringal,6953,Hendrickson Ave,Sebastian,MO,79665,(436)-326-9755,F,4368,D62
C100,Celestia,Nostaw,6505,Highland Lane,Apple Valley,NY,95752,(160)-620-8543,F,655510,D256
C101,Terese,Ansel,8506,Hothorn St.,Cincinnati,CT,25785,(722)-372-9592,F,696809,D138
C102,Anthea,Riseldine,3631,Kellbrook Rd.,Berkeley,NJ,30904,(017)-154-9886,F,290356,D434
C103,Marji,Hamsley,9738,Rose Blossom Rd.,Chesapeake,KY,77540,(133)-937-9656,F,970344,D94
C104,Mattie,Cavanaugh,1205,Couching Ave,Kissimmee,ID,15445,(112)-530-4771,M,633314,D356
C105,Lorianne,Kilpin,5830,Granton Rd.,Arvada,CT,51710,(115)-134-3839,F,347902,D452
C106,Jane,Kazwell,4501,Horn Dr.,Burlington,ME,55079,(698)-929-4518,F,721055,D103
C107,Marcie,Tewksbury,7505,Pennymead Rd.,Bryan,UT,11599,(568)-543-7336,F,651355,D249
C108,Leone,Riedy,5423,Newley Rd.,Reading,SC,98288,(582)-407-1221,M,633862,D297
C109,Maggy,Scudders,7807,Corewood Lane,Spokane,IL,64848,(013)-742-3927,M,285074,D200
C110,Jerrilyn,Bieber,6440,Leisure Town St.,Murfreesboro,TN,65465,(491)-779-2427,F,595197,D70
C111,Mureil,Berkhamsted,4014,Seacrest Lane,Medford,CT,38572,(006)-484-9202,F,610799,D201
C112,Janot,Aldcroft,7663,Birchgrove Rd.,Orem,IN,88381,(168)-761-6381,M,415717,D391
C113,Evangeline,Gierz,2795,Knightswood Lane,Roanoke,MT,82547,(672)-855-2168,F,397106,D388
C114,Liliane,Mitra,907,Varda Ave,Clarke County,OR,45688,(302)-483-7307,F,966739,D418
C115,Babb,Wilcott,3504,Doffing Ave,Nashville,CO,24603,(897)-296-1769,F,830686,D83
C116,Brana,Lengl,5950,Poplar Glen Ave,Utica,ND,11751,(567)-161-7492,M,886701,D104
C117,Dusty,Easterley,7846,W Everell Ave,Antioch,AZ,61302,(866)-394-2562,M,877533,D135
C118,Emma,Pellington,9473,Meller Ave,Appleton,NY,67394,(077)-302-9278,F,309636,D271
C119,Gertruda,Oar,1678,Corte Verte St.,Milwaukee,NY,24572,(208)-351-1300,F,790557,D499
C120,Georgette,Bransfield,5216,Wetherden Ave,Elk Grove,TX,82925,(002)-715-3071,F,750762,D150
C121,Renate,Porten,2320,Sparks Ranch Rd.,Brighton,MN,24842,(163)-841-1857,F,473150,D431
C122,Goldie,Royon,2655,Glenby Dr.,McHenry,NC,20774,(588)-905-3579,M,780256,D295
C123,Joletta,Kilbane,6821,Ivy Lodge St.,Waterloo,AR,20053,(525)-209-6522,F,666338,D371
C124,Adaline,Valleycrest,3275,Lauras Rd.,Stockton,NJ,63962,(565)-531-5083,F,430163,D451
C125,Lilas,Mountfort,5735,Ledwell Dr.,Ogden,MN,57849,(665)-120-6258,F,124396,D30
C126,Milli,Wisse,8923,E Krage Ave,Louisville,OH,79663,(442)-211-5436,M,575513,D380
C127,Horatia,Marella,2393,Scorpion Ave,Saint Petersburg,WI,73236,(741)-994-6048,M,211919,D353
C128,Moyra,Goleta,1272,Windrock Lane,Fort Smith,MO,34862,(881)-258-3336,F,83287,D246
C129,Chad,Copen,2186,Lehmer St.,Olathe,OH,36312,(121)-022-6276,M,509176,D8
C130,Karina,Verein,2363,Mashie Ave,Nashua,CO,94725,(665)-746-9751,F,144390,D195
C131,Dorey,Althorne,849,Vineridge Ave,Pensacola,FL,30360,(746)-162-2900,F,815416,D144
C132,Brigit,Trulock,2860,Foreman St.,Tacoma,ME,42568,(816)-395-6859,M,193676,D211
C133,Michaelina,Heatherden,6649,Pix Lane,Roanoke,NH,84370,(379)-748-3655,F,286623,D103
C134,Elsbeth,Dilleta,8916,Joby Rd.,Sioux Falls,UT,16001,(982)-261-6538,F,285515,D114
C135,Brittany,Houldworth,8045,Leverett Lane,Providence,WY,76617,(823)-151-7112,M,484415,D241
C136,Andi,Martinscroft,9014,Tedder Dr.,Spartanburg,ND,44953,(656)-259-0102,F,857569,D344
C137,Maureen,Tomah,1937,Madero Lane,Springdale,ND,47286,(788)-022-8816,M,19378,D309
C138,Inesita,Korndyk,7240,Bent Spur Lane,Colorado Springs,LA,82801,(454)-794-8880,M,881786,D498
C139,Fifine,Danewood,2433,Scenicview Dr.,Pasadena,LA,27083,(254)-160-5888,F,878513,D494
C140,Ruthie,Ingersol,3277,Sandcastle Lane,Corpus Christi,FL,52678,(890)-467-6309,F,901598,D146
C141,Dorrie,Kibo,5689,Nilsson Ave,Antioch,FL,11626,(493)-704-1706,F,595495,D113
C142,Tanya,Potomska,5562,Great Elms Ave,Chicago,IA,26745,(138)-026-8751,M,314465,D368
C143,Dulcia,Napco,5531,Cornford Dr.,Kaneohe,TN,95478,(903)-434-7340,M,914172,D424
C144,Barbey,Meadowside,1342,Pederson Rd.,Downey,OH,66091,(388)-726-3746,M,122455,D226
C145,Caroljean,Journet,7449,Davy Robinson St.,Merced,FL,69385,(472)-561-4800,F,210743,D418
C146,Melisandra,Furber,2106,Sunsprite Ave,San Diego,MD,25813,(928)-166-8279,M,238290,D32
C147,Kordula,Hoddesdon,9907,Harvest Landing Dr.,Lakeland,MA,54979,(680)-461-5201,M,419735,D352
C148,Frances,Nebrentwood,7296,N Larkspur Dr.,Newburgh,MT,30658,(114)-115-2156,M,856802,D19
C149,Jobie,Ropley,4974,Lujean Dr.,Normal,NE,31379,(625)-051-1337,M,385213,D292
C150,Saba,Pitland,4776,Gartlet Lane,Grayslake,NV,76331,(845)-803-3598,F,566172,D35
C151,Norina,Swanfield,7355,St Tropez Dr.,New Bedford,WA,74339,(882)-300-3996,F,143394,D485
C152,Beckie,Bluestern,5434,Brentwall St.,Overland Park,NM,10482,(108)-150-8928,M,557389,D466
C153,Jaclin,Wilscot,474,Elfreda Rd.,Murrieta,SC,78571,(242)-862-0624,M,904984,D284
C154,Rosalind,Sach,4030,Cressex Dr.,San Antonio,NV,25446,(796)-496-9648,M,292238,D16
C155,Robina,Granaston,2986,Richardson Nursery Rd.,Olathe,MD,98387,(912)-246-2260,M,870388,D462
C156,Karine,Bubhurst,8528,Tolsford St.,Olympia,KY,75156,(871)-985-0712,M,998141,D307
C157,Zelda,Barkworth,8926,Lukes Ave,San Buenaventura,MI,61373,(639)-695-8571,F,863115,D110
C158,Catlee,Doynton,3899,Dairsie Ave,Saginaw,MT,26080,(910)-840-5422,M,770131,D32
C159,Arlen,Riesco,3616,East Java Dr.,Reno,MA,58124,(695)-035-4437,F,211419,D368
C160,Larisa,Quinan,6636,Artillary Ave,Sebastian,ND,39128,(140)-271-9272,F,982102,D198
C161,Tomi,Bigland,729,Milrose Dr.,Vero Beach,MI,19317,(925)-312-3499,M,615605,D193
C162,Dianna,Buttsbury,5788,Aldersbrook  Park Rd.,Norman,CO,68821,(922)-271-2878,M,683994,D200
C163,Lian,Linbrook,1514,W Ryan Lane,Rockford,NJ,23925,(203)-195-6209,F,405498,D152
C164,Christyna,Reedswood,5809,Priebe Ave,Rancho Cucamonga,WA,91651,(753)-852-0998,F,471609,D140
C165,Frank,Calamint,8406,Hoppys St.,Independence,WV,15653,(934)-379-8477,M,213481,D132
C166,Arline,Dalphin,9778,West Border Lane,New London,CO,55482,(962)-119-8036,F,989196,D228
C167,Hilary,Cembellin,6891,West Cremona Rd.,Raleigh,MS,99982,(918)-004-3598,F,662835,D181
C168,Cassandre,Lightridge,2399,Jose Figueres Ave,Champaign,NM,17259,(961)-448-0600,M,421749,D58
C169,Sisely,Culford,5314,Smith Hill St.,Modesto,VA,66084,(797)-586-2676,M,53254,D348
C170,Angelina,Millbeck,2308,E Grassy Sprain Dr.,Port St. Lucie,WA,40241,(809)-592-7663,F,270804,D40
C171,Caralie,Morrington,2283,Lawrence Creek Ave,Jacksonville,CT,75196,(265)-332-9003,F,394328,D435
C172,Bellanca,Linmouth,5804,Warley Hall St.,Cathedral City,MN,95605,(167)-937-7986,F,712800,D393
C173,Petronille,Galea,3104,S Fremont Lane,Port Arthur,SC,88669,(543)-758-6640,F,111854,D282
C174,Wynne,Dato,2909,Provance St.,Bakersfield,KS,60180,(745)-953-0089,M,418807,D136
C175,Gerta,Springholm,9171,Spring Creek Rd.,Elk Grove,ID,79836,(169)-089-7212,F,490600,D391
C176,Miran,Arcangela,5190,Dogden Dr.,Lafayette,OK,89900,(337)-791-7334,F,793779,D200
C177,Audra,Yarrabee,1315,N Locke Rd.,Waterbury,NJ,36809,(293)-298-0647,F,377034,D207
C178,Fredelia,Bleasdale,149,Teal Island Dr.,Cathedral City,PA,36458,(540)-776-8072,M,866817,D404
C179,Katrine,Westhorpe,9261,Peter Pan Lane,Gilbert,NC,13163,(021)-373-7400,M,593953,D209
C180,Michal,Avonmouth,5637,Northeast Windermere Rd.,Toledo,IA,75733,(068)-295-8996,M,510606,D440
C181,Dinny,Araujo,2038,S Burr Lane,Winter Haven,IA,77031,(933)-987-7220,M,411768,D280
C182,Jennifer,Primavera,1057,Vandalia Lane,Sunnyvale,TN,78442,(852)-226-7718,F,975316,D387
C183,Laura,Brays,9961,Soloms Court St.,Winter Haven,ND,36668,(477)-847-1521,F,835814,D93
C184,Jacquelin,Baywalk,933,Treswell Ave,Normal,IA,13352,(317)-277-3431,M,826146,D250
C185,Malorie,Mansel,5084,Rainsboro Rd.,New Haven,TN,71754,(772)-798-3199,M,271375,D189
C186,Adaline,Verissimo,4170,Rosary St.,Costa Mesa,MA,56720,(840)-960-2940,F,703458,D336
C187,Morna,Glemar,3754,Cecile Dr.,Salt Lake City,NC,27296,(127)-702-6694,F,703780,D301
C188,Cicily,Commonhall,6350,Chaleyer Dr.,Fort Smith,NJ,60590,(292)-385-6379,M,876032,D176
C189,Pavia,Oldhouse,266,Reality Lane,Lorain,TX,28140,(926)-117-2665,F,177562,D3
C190,Corey,Duperu,9376,Old Meadow Dr.,Scranton,CT,41855,(353)-547-6386,M,592381,D386
C191,Adore,Grovers,5634,Kirkstone Dr.,Chicago,ID,54042,(561)-851-5091,F,965837,D473
C192,Zoe,Jefry,6212,N Norton Dr.,Cleveland,MA,28955,(379)-858-6702,M,330443,D288
C193,Holly,Streakes,140,Giesbach Ave,Mesa,OR,14283,(477)-859-5029,F,905984,D483
C194,Angeline,Toluca,7454,Cavalry Lane,Youngstown,WA,11276,(604)-802-3132,M,835974,D180
C195,Melanie,Nalls,9613,Hepburn Heights Rd.,Springdale,NY,40073,(971)-535-5928,M,870046,D439
C196,Sydel,Mathaurs,7511,Ives St.,Kaneohe,FL,53666,(948)-602-8843,M,658845,D454
C197,Mellie,Whitehill,6084,Marine Ave,Fitchburg,NV,86927,(651)-682-1750,F,707962,D435
C198,Angelle,Halgren,7145,Coates Ave,Milwaukee,AR,56950,(284)-052-0337,F,106814,D268
C199,Michel,Courallie,6371,Wapshott Lane,Macon,MI,80347,(844)-901-8229,F,969728,D155
C200,Sibelle,Tuscarawas,9614,Nylan Dr.,Racine,KS,62118,(134)-102-4508,F,551752,D151
C201,Mickie,Kardon,7315,Redshank Rd.,Corpus Christi,IL,58543,(631)-222-6849,M,50796,D88
C202,Brenda,Wendal,5244,Van Dyke Rd.,Green Bay,RI,60269,(388)-211-7120,M,223498,D189
C203,Kirsteni,Gratia,6232,Alderville Lane,El Paso,PA,52144,(387)-005-6711,M,209711,D260
C204,Marina,Amoruso,2470,Saddle Ridge Rd.,Saint Petersburg,TN,11279,(630)-045-2554,F,607750,D474
C205,Janean,Werline,3035,Elf Ave,Lorain,MI,88956,(024)-658-1000,M,120783,D274
C206,Gaye,Narray,4449,Westhead Rd.,Killeen,NJ,75505,(633)-771-1912,M,567256,D43
C207,Babara,Salcote,7172,Bucks Mill Dr.,Lake Charles,GA,82346,(357)-389-4415,F,794058,D48
C208,Sheelah,Combes,3748,Kaleva Dr.,Thousand Oaks,AZ,31274,(294)-091-1286,M,363148,D76
C209,Xena,Pantile,8996,Ponderosa Rd.,El Monte,SC,14275,(767)-311-2549,F,30186,D337
C210,Berta,Thirtysecond,2947,Adrien Ave,New Haven,WI,68035,(395)-726-0932,F,617700,D201
C211,Keely,Lufberry,1951,Hesperian Ave,Hagerstown,IA,74699,(452)-485-9333,M,321740,D239
C212,Kitti,Ritch,8546,Middletree Dr.,Scottsdale,FL,21869,(217)-668-1121,M,259519,D343
C213,Fania,Friezland,978,Rockcreek Dr.,Richland,TX,70043,(496)-431-9756,F,937146,D441
C214,Valli,Linkwood,3969,Caltrans University Lane,Wilmington,OR,41730,(958)-509-1225,F,30998,D434
C215,Winona,Oxwood,6752,Steventon Ave,Plano,NY,99770,(703)-417-7443,F,16239,D188
C216,Lurette,Silverdate,125,Pelhamwood Ave,Concord,ID,21698,(063)-625-6699,M,931355,D355
C217,Sophie,Farjeon,4326,Preswicke Lane,Naperville,WA,32552,(248)-358-9948,M,417821,D335
C218,Evelyn,Hillhurst,1592,Beach Haven Lane,Rochester,MA,74267,(905)-657-9246,M,379225,D93
C219,Georgine,Elfred,3126,Hyde Estate St.,Normal,CA,24869,(375)-048-8618,F,711393,D146
C220,Mallory,Dickley,8599,Weech Dr.,Aberdeen,AZ,76984,(486)-513-8226,F,404436,D62
C221,Elnora,Farthingham,6051,Sportside St.,Huntsville,KY,34589,(326)-512-1027,M,153036,D373
C222,Ailey,Marda,7157,Aberconway Lane,Richmond County,IL,37124,(751)-973-8253,F,670121,D103
C223,Kyrstin,Grapewood,6537,Billson Rd.,Hickory,NM,43354,(160)-309-3835,M,229185,D145
C224,Joannes,Grest,7813,Lauppe Rd.,Danbury,MN,25310,(903)-528-6905,F,819370,D455
C225,Shaun,Brushford,961,Eveleth St.,Mesquite,NC,72309,(551)-836-7470,F,344900,D432
C226,Romona,Greenaway,9198,Wonderland Rd.,Roanoke,MO,73409,(546)-258-6059,F,566907,D25
C227,Sallyann,Soalwood,8569,Boltwood Lane,Harrisburg,AL,34959,(149)-819-2935,F,140820,D302
C228,Kelley,Rueben,1157,Malvasia St.,Bridgeport,MI,56462,(201)-446-5470,M,547641,D166
C229,Sayre,Shouse,1702,Roberto St.,Victorville,UT,70823,(747)-337-2720,M,374857,D272
C230,Shannon,Craigton,6350,Las Lomitas Ave,Birmingham,MN,17669,(651)-634-9946,M,466220,D384
C231,Frederica,Trehern,5131,Aqua Rd.,Spokane,WA,27699,(202)-261-2759,M,236143,D115
C232,Linet,Pitts,9719,Cottswold Rd.,Howell,SC,98662,(950)-532-5009,F,740139,D197
C233,Mufinella,Manatuck,8889,Corwood Ave,Irving,NJ,85105,(821)-685-0739,F,615847,D61
C234,Ceciley,Rhyan,893,Scranton St.,Medford,CA,33927,(482)-923-9539,F,441047,D252
C235,Suzie,Gissing,6114,Town Mead St.,Vero Beach,AR,62940,(043)-040-8335,F,595026,D151
C236,Zuzana,Frantz,4127,Heathcliff Rd.,Erie,NM,79610,(113)-214-7936,F,303538,D23
C237,Aline,Rhodin,1936,Pawlet Lane,San Buenaventura,TN,10874,(444)-156-2303,F,3524,D28
C238,Blakelee,Whitehurst,8453,Taylor Park Dr.,Anchorage,WV,56925,(673)-226-4346,M,490448,D294
C239,Cosetta,Risborough,7721,Lake Lesina Rd.,Yonkers,WV,30511,(018)-745-5707,F,775324,D333
C240,Eada,Skeels,9509,Haruff Ave,Winston,NV,29673,(426)-663-6258,F,230657,D220
C241,Kati,Felcourt,1084,Edelton Rd.,Hialeah,IA,73549,(393)-775-7804,M,373537,D208
C242,Amabel,Krause,8344,Acklington Lane,North Las Vegas,CT,95227,(850)-806-9390,F,716311,D110
C243,Florie,Spanos,1918,Tived St.,Augusta,UT,34800,(125)-667-6575,F,307215,D255
C244,Kissee,Featherston,1475,Clumber Ave,GreenBay,WV,65409,(214)-831-8422,F,891917,D283
C245,Phylis,Hopi,1791,S Ellsworth Dr.,Corpus Christi,HI,43321,(676)-442-7922,F,866720,D28
C246,Nicholle,Gunyah,8640,Downey Lane,Bakersfield,IL,81167,(248)-985-2054,F,865195,D411
C247,Biddie,Mas,106,Northview Rd.,Abilene,OK,17012,(415)-109-2865,F,848734,D186
C248,Frayda,Pierino,2512,Timberhead Dr.,Punta Gorda,WA,41584,(400)-341-2271,M,152420,D349
C249,Viv,Tyers,343,Farnol Lane,Worcester,KS,33605,(388)-893-7395,F,979380,D377
C250,Marjie,Billingshurst,9839,Glad Valley St.,Sterling Heights,SD,34803,(100)-603-6748,F,256113,D85
C251,Gabriellia,Saradale,585,Deynes Rd.,El Paso,MN,61740,(547)-434-8011,M,360659,D334
C252,Corina,Longhams,2093,W Glendale Dr.,Port Saint Lucie,MO,64699,(470)-471-3725,F,777868,D73
C253,Danette,Weant,5045,W Hendricks Rd.,Merced,MA,81184,(548)-075-1623,F,680086,D149
C254,Berrie,Buttonbush,4265,Utopia St.,Moreno Valley,MA,68286,(943)-334-0492,M,678808,D256
C255,Genovera,Regan,3301,Scarr St.,Columbus,SC,28917,(578)-832-5522,M,869915,D225
